0.000000 ; 9.810000
0.062500 ; 9.669029
0.125000 ; 9.254191
0.187500 ; 8.600628
0.250000 ; 7.768277
0.312500 ; 6.830212
0.375000 ; 5.859364
0.437500 ; 4.917597
0.500000 ; 4.049566
0.562500 ; 3.281564
0.625000 ; 2.623972
0.687500 ; 2.075456
0.750000 ; 1.627315
0.812500 ; 1.267112
0.875000 ; 0.981267
0.937500 ; 0.756673
1.000000 ; 0.581558
1.062500 ; 0.445829
1.125000 ; 0.341107
1.187500 ; 0.260591
1.250000 ; 0.198850
1.312500 ; 0.151603
1.375000 ; 0.115504
1.437500 ; 0.087956
1.500000 ; 0.066952
1.562500 ; 0.050948
1.625000 ; 0.038761
1.687500 ; 0.029485
1.750000 ; 0.022425
1.812500 ; 0.017054
1.875000 ; 0.012968
1.937500 ; 0.009861
2.000000 ; 0.007498
2.062500 ; 0.005701
2.125000 ; 0.004334
2.187500 ; 0.003295
2.250000 ; 0.002505
2.312500 ; 0.001905
2.375000 ; 0.001448
2.437500 ; 0.001101
2.500000 ; 0.000837
2.562500 ; 0.000636
2.625000 ; 0.000484
2.687500 ; 0.000368
2.750000 ; 0.000280
2.812500 ; 0.000213
2.875000 ; 0.000162
2.937500 ; 0.000123
3.000000 ; 0.000093
3.062500 ; 0.000071
3.125000 ; 0.000054
3.187500 ; 0.000041
3.250000 ; 0.000031
3.312500 ; 0.000024
3.375000 ; 0.000018
3.437500 ; 0.000014
3.500000 ; 0.000010
3.562500 ; 0.000008
3.625000 ; 0.000006
3.687500 ; 0.000005
3.750000 ; 0.000003
3.812500 ; 0.000003
3.875000 ; 0.000002
3.937500 ; 0.000002
4.000000 ; 0.000001
4.062500 ; 0.000001
4.125000 ; 0.000001
4.187500 ; 0.000001
4.250000 ; 0.000000
4.312500 ; 0.000000
4.375000 ; 0.000000
4.437500 ; 0.000000
4.500000 ; 0.000000
4.562500 ; 0.000000
4.625000 ; 0.000000
4.687500 ; 0.000000
4.750000 ; 0.000000
4.812500 ; 0.000000
4.875000 ; 0.000000
4.937500 ; 0.000000
5.000000 ; 0.000000
5.062500 ; 0.000000
5.125000 ; 0.000000
5.187500 ; 0.000000
5.250000 ; 0.000000
5.312500 ; 0.000000
5.375000 ; 0.000000
5.437500 ; 0.000000
5.500000 ; 0.000000
5.562500 ; 0.000000
5.625000 ; 0.000000
5.687500 ; 0.000000
5.750000 ; 0.000000
5.812500 ; 0.000000
5.875000 ; 0.000000
5.937500 ; 0.000000
6.000000 ; 0.000000
6.062500 ; 0.000000
6.125000 ; 0.000000
6.187500 ; 0.000000
6.250000 ; 0.000000
6.312500 ; 0.000000
6.375000 ; 0.000000
6.437500 ; 0.000000
6.500000 ; 0.000000
6.562500 ; 0.000000
6.625000 ; 0.000000
6.687500 ; 0.000000
6.750000 ; 0.000000
6.812500 ; 0.000000
6.875000 ; 0.000000
6.937500 ; 0.000000
7.000000 ; 0.000000
7.062500 ; 0.000000
7.125000 ; 0.000000
7.187500 ; 0.000000
7.250000 ; 0.000000
7.312500 ; 0.000000
7.375000 ; 0.000000
7.437500 ; 0.000000
7.500000 ; 0.000000
7.562500 ; 0.000000
7.625000 ; 0.000000
7.687500 ; 0.000000
7.750000 ; 0.000000
7.812500 ; 0.000000
7.875000 ; 0.000000
7.937500 ; 0.000000
8.000000 ; 0.000000
8.062500 ; 0.000000
8.125000 ; 0.000000
8.187500 ; 0.000000
8.250000 ; 0.000000
8.312500 ; 0.000000
8.375000 ; 0.000000
8.437500 ; 0.000000
8.500000 ; 0.000000
8.562500 ; 0.000000
8.625000 ; 0.000000
8.687500 ; 0.000000
8.750000 ; 0.000000
8.812500 ; 0.000000
8.875000 ; 0.000000
8.937500 ; 0.000000
9.000000 ; 0.000000
9.062500 ; 0.000000
9.125000 ; 0.000000
9.187500 ; 0.000000
9.250000 ; 0.000000
9.312500 ; 0.000000
9.375000 ; 0.000000
9.437500 ; 0.000000
9.500000 ; 0.000000
9.562500 ; 0.000000
9.625000 ; 0.000000
9.687500 ; 0.000000
9.750000 ; 0.000000
9.812500 ; 0.000000
9.875000 ; 0.000000
9.937500 ; 0.000000
10.000000 ; 0.000000
10.062500 ; 0.000000
10.125000 ; 0.000000
10.187500 ; 0.000000
10.250000 ; 0.000000
10.312500 ; 0.000000
10.375000 ; 0.000000
10.437500 ; 0.000000
10.500000 ; 0.000000
10.562500 ; 0.000000
10.625000 ; 0.000000
10.687500 ; 0.000000
10.750000 ; 0.000000
10.812500 ; 0.000000
10.875000 ; 0.000000
10.937500 ; 0.000000
11.000000 ; 0.000000
11.062500 ; 0.000000
11.125000 ; 0.000000
11.187500 ; 0.000000
11.250000 ; 0.000000
11.312500 ; 0.000000
11.375000 ; 0.000000
11.437500 ; 0.000000
11.500000 ; 0.000000
11.562500 ; 0.000000
11.625000 ; 0.000000
11.687500 ; 0.000000
11.750000 ; 0.000000
11.812500 ; 0.000000
11.875000 ; 0.000000
11.937500 ; 0.000000
12.000000 ; 0.000000
12.062500 ; 0.000000
12.125000 ; 0.000000
12.187500 ; 0.000000
12.250000 ; 0.000000
12.312500 ; 0.000000
12.375000 ; 0.000000
12.437500 ; 0.000000
12.500000 ; 0.000000
12.562500 ; 0.000000
12.625000 ; 0.000000
12.687500 ; 0.000000
12.750000 ; 0.000000
12.812500 ; 0.000000
12.875000 ; 0.000000
12.937500 ; 0.000000
13.000000 ; 0.000000
13.062500 ; 0.000000
13.125000 ; 0.000000
13.187500 ; 0.000000
13.250000 ; 0.000000
13.312500 ; 0.000000
13.375000 ; 0.000000
13.437500 ; 0.000000
13.500000 ; 0.000000
13.562500 ; 0.000000
13.625000 ; 0.000000
13.687500 ; 0.000000
13.750000 ; 0.000000
13.812500 ; 0.000000
13.875000 ; 0.000000
13.937500 ; 0.000000
14.000000 ; 0.000000
14.062500 ; 0.000000
14.125000 ; 0.000000
14.187500 ; 0.000000
14.250000 ; 0.000000
14.312500 ; 0.000000
14.375000 ; 0.000000
14.437500 ; 0.000000
14.500000 ; 0.000000
14.562500 ; 0.000000
14.625000 ; 0.000000
14.687500 ; 0.000000
14.750000 ; 0.000000
14.812500 ; 0.000000
14.875000 ; 0.000000
14.937500 ; 0.000000
15.000000 ; 0.000000
15.062500 ; 0.000000
15.125000 ; 0.000000
15.187500 ; 0.000000
15.250000 ; 0.000000
15.312500 ; 0.000000
15.375000 ; 0.000000
15.437500 ; 0.000000
15.500000 ; 0.000000
15.562500 ; 0.000000
15.625000 ; 0.000000
15.687500 ; 0.000000
15.750000 ; 0.000000
15.812500 ; 0.000000
15.875000 ; 0.000000
15.937500 ; 0.000000
16.000000 ; 0.000000
16.062500 ; 0.000000
16.125000 ; 0.000000
16.187500 ; 0.000000
16.250000 ; 0.000000
16.312500 ; 0.000000
16.375000 ; 0.000000
16.437500 ; 0.000000
16.500000 ; 0.000000
16.562500 ; 0.000000
16.625000 ; 0.000000
16.687500 ; 0.000000
16.750000 ; 0.000000
16.812500 ; 0.000000
16.875000 ; 0.000000
16.937500 ; 0.000000
17.000000 ; 0.000000
17.062500 ; 0.000000
17.125000 ; 0.000000
17.187500 ; 0.000000
17.250000 ; 0.000000
17.312500 ; 0.000000
17.375000 ; 0.000000
17.437500 ; 0.000000
17.500000 ; 0.000000
17.562500 ; 0.000000
17.625000 ; 0.000000
17.687500 ; 0.000000
17.750000 ; 0.000000
17.812500 ; 0.000000
17.875000 ; 0.000000
17.937500 ; 0.000000
18.000000 ; 0.000000
18.062500 ; 0.000000
18.125000 ; 0.000000
18.187500 ; 0.000000
18.250000 ; 0.000000
18.312500 ; 0.000000
18.375000 ; 0.000000
18.437500 ; 0.000000
18.500000 ; 0.000000
18.562500 ; 0.000000
18.625000 ; 0.000000
18.687500 ; 0.000000
18.750000 ; 0.000000
18.812500 ; 0.000000
18.875000 ; 0.000000
18.937500 ; 0.000000
19.000000 ; 0.000000
19.062500 ; 0.000000
19.125000 ; 0.000000
19.187500 ; 0.000000
19.250000 ; 0.000000
19.312500 ; 0.000000
19.375000 ; 0.000000
19.437500 ; 0.000000
19.500000 ; 0.000000
19.562500 ; 0.000000
19.625000 ; 0.000000
19.687500 ; 0.000000
19.750000 ; 0.000000
19.812500 ; 0.000000
19.875000 ; 0.000000
19.937500 ; 0.000000
20.000000 ; 0.000000
20.062500 ; 0.000000
20.125000 ; 0.000000
20.187500 ; 0.000000
20.250000 ; 0.000000
20.312500 ; 0.000000
20.375000 ; 0.000000
20.437500 ; 0.000000
20.500000 ; 0.000000
20.562500 ; 0.000000
20.625000 ; 0.000000
20.687500 ; 0.000000
20.750000 ; 0.000000
20.812500 ; 0.000000
20.875000 ; 0.000000
20.937500 ; 0.000000
21.000000 ; 0.000000
21.062500 ; 0.000000
21.125000 ; 0.000000
21.187500 ; 0.000000
21.250000 ; 0.000000
21.312500 ; 0.000000
21.375000 ; 0.000000
21.437500 ; 0.000000
21.500000 ; 0.000000
21.562500 ; 0.000000
21.625000 ; 0.000000
21.687500 ; 0.000000
21.750000 ; 0.000000
21.812500 ; 0.000000
21.875000 ; 0.000000
21.937500 ; 0.000000
22.000000 ; 0.000000
22.062500 ; 0.000000
22.125000 ; 0.000000
22.187500 ; 0.000000
22.250000 ; 0.000000
22.312500 ; 0.000000
22.375000 ; 0.000000
22.437500 ; 0.000000
22.500000 ; 0.000000
